#g_name	taxID
genemark-scaffold1-processed-gene-5.147	86971
augustus_masked-scaffold1-processed-gene-5.235	1159319
maker-scaffold1-augustus-gene-5.202	63436
genemark-scaffold1-processed-gene-5.163	1159319
maker-scaffold1-augustus-gene-7.420	1159319
augustus_masked-scaffold1-processed-gene-7.320	1159319
augustus_masked-scaffold1-processed-gene-7.321	1159321
genemark-scaffold1-processed-gene-7.31	
genemark-scaffold1-processed-gene-7.32	40307
genemark-scaffold1-processed-gene-7.35	
maker-scaffold1-augustus-gene-5.204	1159321
maker-scaffold1-augustus-gene-7.423	1159321
maker-scaffold1-augustus-gene-5.205	1159319
snap_masked-scaffold1-processed-gene-5.28	543379
maker-scaffold1-augustus-gene-7.424	1159321
genemark-scaffold1-processed-gene-7.38	40307
maker-scaffold1-augustus-gene-5.206	40307
genemark-scaffold1-processed-gene-7.39	1159319
augustus_masked-scaffold1-processed-gene-7.326	1159321
maker-scaffold1-augustus-gene-7.426	1159319
augustus_masked-scaffold1-processed-gene-5.240	
maker-scaffold1-augustus-gene-7.427	
maker-scaffold1-augustus-gene-5.208	1159321
maker-scaffold1-snap-gene-7.373	
maker-scaffold1-augustus-gene-7.430	1955251
maker-scaffold1-snap-gene-7.375	1955251
maker-scaffold1-augustus-gene-7.432	40307
maker-scaffold1-augustus-gene-7.433	1159319
maker-scaffold1-augustus-gene-6.101	1159319
maker-scaffold1-augustus-gene-7.434	1159321
maker-scaffold1-snap-gene-6.96	1159321
maker-scaffold1-augustus-gene-6.103	1159319
genemark-scaffold1-processed-gene-7.75	1159319
maker-scaffold1-augustus-gene-7.436	1955251
maker-scaffold1-augustus-gene-7.437	1955251
genemark-scaffold1-processed-gene-7.234	40307
maker-scaffold1-augustus-gene-7.439	1159321
maker-scaffold1-augustus-gene-7.440	1159319
maker-scaffold1-augustus-gene-7.441	1159319
snap_masked-scaffold1-processed-gene-7.395	1159319
maker-scaffold1-augustus-gene-7.442	1159321
genemark-scaffold1-processed-gene-7.221	1159321
maker-scaffold1-augustus-gene-7.413	40307
maker-scaffold1-augustus-gene-7.414	1159319
maker-scaffold1-augustus-gene-7.443	1159321
augustus_masked-scaffold1-processed-gene-7.352	1159319
genemark-scaffold1-processed-gene-7.305	1159321
maker-scaffold1-augustus-gene-7.446	40307
maker-scaffold1-augustus-gene-7.447	486640
maker-scaffold1-augustus-gene-7.448	
genemark-scaffold1-processed-gene-7.311	456900
genemark-scaffold1-processed-gene-7.312	143999
genemark-scaffold1-processed-gene-8.22	1159319
maker-scaffold1-augustus-gene-8.5	1159319
maker-scaffold1-snap-gene-8.115	
genemark-scaffold1-processed-gene-8.79	
maker-scaffold1-augustus-gene-8.7	1159319
augustus_masked-scaffold1-processed-gene-8.140	1159319
augustus_masked-scaffold1-processed-gene-8.130	1159319
augustus_masked-scaffold1-processed-gene-8.131	1159321
maker-scaffold1-augustus-gene-8.1	1159319
maker-scaffold1-augustus-gene-8.9	1159319
genemark-scaffold1-processed-gene-8.46	1159319
maker-scaffold1-augustus-gene-8.2	1159319
genemark-scaffold1-processed-gene-8.88	1159321
maker-scaffold1-augustus-gene-8.11	1159321
augustus_masked-scaffold1-processed-gene-8.144	1159319
snap_masked-scaffold1-processed-gene-8.151	1159321
maker-scaffold1-augustus-gene-10.285	1159319
maker-scaffold1-snap-gene-10.299	1159321
maker-scaffold1-augustus-gene-9.5	1159321
augustus_masked-scaffold1-processed-gene-10.308	1159319
maker-scaffold1-snap-gene-10.300	1159321
maker-scaffold1-augustus-gene-9.6	1159321
genemark-scaffold1-processed-gene-10.10	1159321
augustus_masked-scaffold1-processed-gene-9.19	40307
maker-scaffold1-augustus-gene-10.288	63436
genemark-scaffold1-processed-gene-9.85	1159321
maker-scaffold1-snap-gene-10.303	1159319
snap_masked-scaffold1-processed-gene-9.3	
maker-scaffold1-snap-gene-9.16	63436
maker-scaffold1-augustus-gene-10.290	1159319
maker-scaffold1-snap-gene-10.305	40307
maker-scaffold1-augustus-gene-10.283	1159321
maker-scaffold1-augustus-gene-10.284	1955251
augustus_masked-scaffold1-processed-gene-10.321	1955251
genemark-scaffold1-processed-gene-11.89	63436
maker-scaffold1-augustus-gene-11.135	
maker-scaffold1-augustus-gene-15.395	33392
maker-scaffold1-snap-gene-15.1	63436
maker-scaffold1-augustus-gene-15.397	
genemark-scaffold1-processed-gene-15.139	1955251
genemark-scaffold1-processed-gene-15.141	
genemark-scaffold1-processed-gene-15.155	
augustus_masked-scaffold1-processed-gene-15.18	1159319
maker-scaffold1-snap-gene-15.4	
maker-scaffold1-snap-gene-15.5	
maker-scaffold1-snap-gene-14.17	
maker-scaffold1-snap-gene-14.18	
genemark-scaffold1-processed-gene-15.230	1159321
maker-scaffold1-augustus-gene-14.2	1159321
maker-scaffold1-augustus-gene-14.3	1159319
maker-scaffold1-augustus-gene-15.402	1159319
maker-scaffold1-augustus-gene-14.4	1159319
maker-scaffold1-augustus-gene-15.403	1159319
genemark-scaffold1-processed-gene-14.87	1159319
genemark-scaffold1-processed-gene-14.88	1159319
genemark-scaffold1-processed-gene-14.89	1159319
genemark-scaffold1-processed-gene-14.90	1159319
maker-scaffold1-augustus-gene-14.7	1159319
genemark-scaffold1-processed-gene-15.249	63436
genemark-scaffold1-processed-gene-14.97	1159321
genemark-scaffold1-processed-gene-14.98	
genemark-scaffold1-processed-gene-15.255	
genemark-scaffold1-processed-gene-15.257	1955251
genemark-scaffold1-processed-gene-15.279	
maker-scaffold1-snap-gene-15.10	
maker-scaffold1-snap-gene-15.11	
maker-scaffold1-augustus-gene-15.406	
augustus_masked-scaffold1-processed-gene-18.0	1159321
genemark-scaffold1-processed-gene-18.169	
genemark-scaffold1-processed-gene-18.193	
genemark-scaffold1-processed-gene-18.194	7400
maker-scaffold1-snap-gene-16.92	189513
maker-scaffold1-augustus-gene-18.81	
genemark-scaffold1-processed-gene-18.214	
maker-scaffold1-augustus-gene-18.83	
genemark-scaffold1-processed-gene-18.241	
genemark-scaffold1-processed-gene-18.249	
maker-scaffold1-augustus-gene-18.84	
genemark-scaffold1-processed-gene-18.281	7402
genemark-scaffold1-processed-gene-18.292	1159319
genemark-scaffold1-processed-gene-18.297	1159319
genemark-scaffold1-processed-gene-17.23	
maker-scaffold1-augustus-gene-18.86	1159319
genemark-scaffold1-processed-gene-18.305	1159319
maker-scaffold1-augustus-gene-18.88	1159321
maker-scaffold1-snap-gene-18.52	
maker-scaffold1-augustus-gene-18.89	1159321
maker-scaffold1-augustus-gene-18.91	63436
genemark-scaffold1-processed-gene-18.370	
genemark-scaffold1-processed-gene-18.372	7400
maker-scaffold1-snap-gene-18.74	63436
maker-scaffold1-augustus-gene-18.94	1159319
maker-scaffold1-augustus-gene-18.95	1159319
maker-scaffold1-augustus-gene-19.126	1955251
maker-scaffold1-augustus-gene-19.127	1159319
genemark-scaffold1-processed-gene-19.65	1159319
maker-scaffold1-snap-gene-19.152	40307
genemark-scaffold1-processed-gene-20.29	63436
maker-scaffold1-augustus-gene-20.164	1159319
maker-scaffold1-augustus-gene-20.165	1159319
augustus_masked-scaffold1-processed-gene-19.143	1159319
augustus_masked-scaffold1-processed-gene-20.2	1159319
maker-scaffold1-augustus-gene-19.129	1159319
maker-scaffold1-augustus-gene-19.130	1159319
maker-scaffold1-augustus-gene-19.131	1159319
augustus_masked-scaffold1-processed-gene-19.146	40307
maker-scaffold1-augustus-gene-19.133	1159319
maker-scaffold1-augustus-gene-19.134	1159319
maker-scaffold1-augustus-gene-19.135	1159319
maker-scaffold1-snap-gene-20.154	1159319
genemark-scaffold1-processed-gene-20.63	1159321
maker-scaffold1-augustus-gene-20.174	1159319
maker-scaffold1-augustus-gene-20.168	7115
maker-scaffold1-snap-gene-20.156	
genemark-scaffold1-processed-gene-20.146	1955251
maker-scaffold1-augustus-gene-20.170	1159319
genemark-scaffold1-processed-gene-20.104	1159319
genemark-scaffold1-processed-gene-20.109	1159321
genemark-scaffold1-processed-gene-21.42	1159319
genemark-scaffold1-processed-gene-21.54	1159319
genemark-scaffold1-processed-gene-21.26	1159321
maker-scaffold1-augustus-gene-21.165	1159319
genemark-scaffold1-processed-gene-21.27	1159321
genemark-scaffold1-processed-gene-21.28	1159321
maker-scaffold1-augustus-gene-21.157	1159319
maker-scaffold1-augustus-gene-21.158	1159319
maker-scaffold1-snap-gene-21.178	1159321
maker-scaffold1-augustus-gene-21.167	1159321
maker-scaffold1-snap-gene-21.170	1159319
maker-scaffold1-snap-gene-21.172	1159319
maker-scaffold1-snap-gene-21.173	1159319
genemark-scaffold1-processed-gene-21.95	1159319
genemark-scaffold1-processed-gene-21.101	1159319
genemark-scaffold1-processed-gene-21.103	63436
maker-scaffold1-snap-gene-22.5	1159319
genemark-scaffold1-processed-gene-22.54	1159319
augustus_masked-scaffold1-processed-gene-22.14	7434
maker-scaffold1-augustus-gene-22.35	
genemark-scaffold1-processed-gene-22.91	
genemark-scaffold1-processed-gene-22.103	
augustus_masked-scaffold1-processed-gene-22.17	1159321
maker-scaffold1-augustus-gene-22.38	63436
maker-scaffold1-augustus-gene-22.39	
maker-scaffold1-snap-gene-23.0	1159319
genemark-scaffold1-processed-gene-23.126	
maker-scaffold1-augustus-gene-23.136	1159319
maker-scaffold1-augustus-gene-24.1	
maker-scaffold1-augustus-gene-24.2	
genemark-scaffold1-processed-gene-24.48	
genemark-scaffold1-processed-gene-24.50	
maker-scaffold1-augustus-gene-23.137	1159321
maker-scaffold1-augustus-gene-24.4	1159319
genemark-scaffold1-processed-gene-24.58	139649
maker-scaffold1-snap-gene-24.13	
genemark-scaffold1-processed-gene-24.160	1955251
maker-scaffold1-augustus-gene-24.7	
maker-scaffold1-augustus-gene-24.0	561572
maker-scaffold1-augustus-gene-25.15	7434
augustus_masked-scaffold1-processed-gene-25.5	7434
maker-scaffold1-snap-gene-25.21	1159319
maker-scaffold1-snap-gene-25.22	1159319
genemark-scaffold1-processed-gene-25.50	1159319
maker-scaffold1-augustus-gene-26.212	63436
maker-scaffold1-snap-gene-26.1	1159319
genemark-scaffold1-processed-gene-25.59	1159319
maker-scaffold1-augustus-gene-25.20	1159321
genemark-scaffold1-processed-gene-26.74	
maker-scaffold1-snap-gene-26.7	
genemark-scaffold1-processed-gene-26.172	
genemark-scaffold1-processed-gene-26.175	
maker-scaffold1-augustus-gene-26.217	
maker-scaffold1-augustus-gene-26.218	
genemark-scaffold1-processed-gene-26.192	
maker-scaffold1-snap-gene-26.13	
genemark-scaffold1-processed-gene-27.25	1955251
augustus_masked-scaffold1-processed-gene-26.25	63436
maker-scaffold1-augustus-gene-27.0	33213
maker-scaffold1-augustus-gene-27.1	1955251
maker-scaffold1-augustus-gene-27.2	
genemark-scaffold1-processed-gene-27.180	7400
maker-scaffold1-augustus-gene-27.3	1159319
maker-scaffold1-augustus-gene-27.4	40307
maker-scaffold1-augustus-gene-28.118	
maker-scaffold1-augustus-gene-28.119	
genemark-scaffold1-processed-gene-28.10	1955251
maker-scaffold1-augustus-gene-28.121	40307
maker-scaffold1-augustus-gene-29.17	1159319
genemark-scaffold1-processed-gene-28.54	1159319
maker-scaffold1-augustus-gene-29.18	
maker-scaffold1-snap-gene-29.32	
genemark-scaffold1-processed-gene-29.60	
maker-scaffold1-augustus-gene-28.124	1159319
maker-scaffold1-snap-gene-29.33	
genemark-scaffold1-processed-gene-29.77	
genemark-scaffold1-processed-gene-29.112	
maker-scaffold1-snap-gene-29.35	
maker-scaffold1-snap-gene-29.36	
augustus_masked-scaffold1-processed-gene-29.4	1159319
maker-scaffold1-augustus-gene-29.15	1159319
maker-scaffold1-augustus-gene-29.23	1159319
maker-scaffold1-augustus-gene-29.16	1159319
maker-scaffold1-snap-gene-29.38	
genemark-scaffold1-processed-gene-32.49	1159319
genemark-scaffold1-processed-gene-32.50	1159319
maker-scaffold1-augustus-gene-32.298	
maker-scaffold1-snap-gene-32.18	
genemark-scaffold1-processed-gene-32.79	
maker-scaffold1-augustus-gene-32.300	
maker-scaffold1-augustus-gene-32.301	
genemark-scaffold1-processed-gene-32.95	1955251
genemark-scaffold1-processed-gene-30.49	9305
maker-scaffold1-augustus-gene-32.302	1159319
maker-scaffold1-augustus-gene-32.303	1159319
maker-scaffold1-augustus-gene-30.81	1159319
maker-scaffold1-snap-gene-30.91	1159321
maker-scaffold1-augustus-gene-30.83	1159319
maker-scaffold1-snap-gene-32.23	1159319
maker-scaffold1-augustus-gene-31.83	1159321
maker-scaffold1-augustus-gene-32.305	1159319
maker-scaffold1-snap-gene-31.1	1159319
maker-scaffold1-snap-gene-32.25	
maker-scaffold1-augustus-gene-32.307	1955251
maker-scaffold1-augustus-gene-31.85	1159319
maker-scaffold1-augustus-gene-32.308	1159319
maker-scaffold1-snap-gene-32.27	1159319
maker-scaffold1-augustus-gene-32.310	63436
genemark-scaffold1-processed-gene-31.34	1955251
maker-scaffold1-augustus-gene-31.87	1159319
maker-scaffold1-augustus-gene-32.311	
genemark-scaffold1-processed-gene-32.164	
maker-scaffold1-augustus-gene-32.312	
maker-scaffold1-augustus-gene-32.313	
genemark-scaffold1-processed-gene-32.211	36668
genemark-scaffold1-processed-gene-35.61	1159319
genemark-scaffold1-processed-gene-35.63	1955251
maker-scaffold1-augustus-gene-35.1	1159319
augustus_masked-scaffold1-processed-gene-35.339	1159319
maker-scaffold1-augustus-gene-32.315	1159321
maker-scaffold1-augustus-gene-33.0	1159319
maker-scaffold1-augustus-gene-33.1	1159319
genemark-scaffold1-processed-gene-35.108	
genemark-scaffold1-processed-gene-35.114	1159319
genemark-scaffold1-processed-gene-35.115	1159319
maker-scaffold1-snap-gene-35.33	1159319
maker-scaffold1-augustus-gene-33.2	1159319
genemark-scaffold1-processed-gene-33.73	1159319
maker-scaffold1-augustus-gene-35.4	1159319
maker-scaffold1-augustus-gene-35.5	1159321
maker-scaffold1-snap-gene-33.31	1159319
genemark-scaffold1-processed-gene-33.77	1159319
maker-scaffold1-augustus-gene-33.6	1955251
maker-scaffold1-augustus-gene-34.0	63436
maker-scaffold1-augustus-gene-35.6	1159319
maker-scaffold1-augustus-gene-34.1	1159321
maker-scaffold1-augustus-gene-35.7	1159319
maker-scaffold1-augustus-gene-34.2	1159319
maker-scaffold1-augustus-gene-35.8	
genemark-scaffold1-processed-gene-35.144	1159319
maker-scaffold1-snap-gene-35.39	1159319
maker-scaffold1-augustus-gene-34.3	1159319
genemark-scaffold1-processed-gene-35.146	1159321
snap_masked-scaffold1-processed-gene-34.98	1159319
maker-scaffold1-augustus-gene-35.12	1159321
maker-scaffold1-augustus-gene-34.5	40307
maker-scaffold1-augustus-gene-35.13	1159321
augustus_masked-scaffold1-processed-gene-35.352	1159319
augustus_masked-scaffold1-processed-gene-35.353	1159321
maker-scaffold1-augustus-gene-35.15	1159319
genemark-scaffold1-processed-gene-35.159	1159319
maker-scaffold1-snap-gene-34.111	1159319
maker-scaffold1-augustus-gene-34.7	1159321
snap_masked-scaffold1-processed-gene-34.103	
maker-scaffold1-augustus-gene-35.17	
maker-scaffold1-snap-gene-35.48	
augustus_masked-scaffold1-processed-gene-34.24	307658
maker-scaffold1-snap-gene-35.49	1159319
maker-scaffold1-snap-gene-35.50	
maker-scaffold1-augustus-gene-35.19	
maker-scaffold1-snap-gene-35.52	
maker-scaffold1-snap-gene-35.53	1159319
maker-scaffold1-augustus-gene-35.21	
maker-scaffold1-augustus-gene-35.22	
maker-scaffold1-augustus-gene-35.23	
maker-scaffold1-augustus-gene-36.1	
maker-scaffold1-augustus-gene-36.2	
maker-scaffold1-augustus-gene-36.3	
maker-scaffold1-augustus-gene-36.4	
maker-scaffold1-augustus-gene-36.5	
maker-scaffold1-augustus-gene-36.6	
maker-scaffold1-augustus-gene-36.7	
maker-scaffold1-augustus-gene-36.8	
genemark-scaffold1-processed-gene-36.218	
genemark-scaffold1-processed-gene-36.224	
maker-scaffold1-augustus-gene-36.10	
maker-scaffold1-snap-gene-36.35	
maker-scaffold1-snap-gene-36.36	
maker-scaffold1-augustus-gene-36.12	
genemark-scaffold1-processed-gene-36.255	
maker-scaffold1-snap-gene-36.39	
snap_masked-scaffold1-processed-gene-36.289	
maker-scaffold1-augustus-gene-36.0	1955251
genemark-scaffold1-processed-gene-39.27	1159319
genemark-scaffold1-processed-gene-39.28	7400
maker-scaffold1-augustus-gene-39.13	
maker-scaffold1-augustus-gene-39.14	
maker-scaffold1-snap-gene-39.21	
genemark-scaffold1-processed-gene-39.69	
genemark-scaffold1-processed-gene-39.70	7400
maker-scaffold1-augustus-gene-40.155	1955251
maker-scaffold1-snap-gene-40.12	684658
genemark-scaffold1-processed-gene-40.39	36668
maker-scaffold1-snap-gene-39.23	
maker-scaffold1-augustus-gene-40.157	
maker-scaffold1-augustus-gene-40.158	1955251
maker-scaffold1-snap-gene-41.158	
augustus_masked-scaffold1-processed-gene-40.147	63436
genemark-scaffold1-processed-gene-40.76	1159319
genemark-scaffold1-processed-gene-41.52	1955251
maker-scaffold1-augustus-gene-41.10	1955251
genemark-scaffold1-processed-gene-40.101	1159321
maker-scaffold1-snap-gene-41.161	1159319
maker-scaffold1-augustus-gene-40.162	1159319
maker-scaffold1-augustus-gene-40.163	1159319
augustus_masked-scaffold1-processed-gene-40.152	1955251
maker-scaffold1-augustus-gene-40.166	1159321
genemark-scaffold1-processed-gene-40.137	1159319
maker-scaffold1-augustus-gene-40.168	1159319
genemark-scaffold1-processed-gene-41.84	63436
genemark-scaffold1-processed-gene-41.86	40307
maker-scaffold1-snap-gene-41.164	1159319
maker-scaffold1-snap-gene-41.165	1159319
maker-scaffold1-augustus-gene-41.5	1159319
genemark-scaffold1-processed-gene-41.144	1159319
snap_masked-scaffold1-processed-gene-41.196	1159319
maker-scaffold1-augustus-gene-42.173	1159321
maker-scaffold1-augustus-gene-42.174	1159319
genemark-scaffold1-processed-gene-42.10	63436
augustus_masked-scaffold1-processed-gene-42.158	1955251
augustus_masked-scaffold1-processed-gene-41.178	
maker-scaffold1-augustus-gene-41.8	
maker-scaffold1-augustus-gene-42.166	
genemark-scaffold1-processed-gene-42.62	1159319
genemark-scaffold1-processed-gene-42.111	
genemark-scaffold1-processed-gene-42.112	1159321
genemark-scaffold1-processed-gene-42.64	1159319
maker-scaffold1-augustus-gene-42.171	1159319
augustus_masked-scaffold1-processed-gene-42.163	1159321
maker-scaffold1-augustus-gene-44.1	1159319
maker-scaffold1-snap-gene-44.233	1159321
genemark-scaffold1-processed-gene-43.3	
maker-scaffold1-augustus-gene-43.1	
maker-scaffold1-snap-gene-43.87	
augustus_masked-scaffold1-processed-gene-44.11	1159319
maker-scaffold1-augustus-gene-44.4	1159319
snap_masked-scaffold1-processed-gene-43.81	
genemark-scaffold1-processed-gene-44.110	
genemark-scaffold1-processed-gene-44.114	
maker-scaffold1-augustus-gene-44.0	63436
augustus_masked-scaffold1-processed-gene-44.16	
maker-scaffold1-augustus-gene-44.5	1159319
genemark-scaffold1-processed-gene-45.13	1159319
genemark-scaffold1-processed-gene-45.14	
maker-scaffold1-snap-gene-45.182	1159319
maker-scaffold1-snap-gene-45.185	
maker-scaffold1-augustus-gene-45.177	1159321
maker-scaffold1-augustus-gene-45.178	1159321
maker-scaffold1-augustus-gene-45.172	1159319
maker-scaffold1-augustus-gene-45.173	1159319
maker-scaffold1-augustus-gene-45.174	1159319
augustus_masked-scaffold1-processed-gene-46.0	40307
maker-scaffold1-augustus-gene-46.175	63436
maker-scaffold1-snap-gene-46.16	1159321
snap_masked-scaffold1-processed-gene-46.178	
genemark-scaffold1-processed-gene-46.62	
augustus_masked-scaffold1-processed-gene-46.4	1159319
maker-scaffold1-augustus-gene-46.173	
genemark-scaffold1-processed-gene-46.94	
maker-scaffold1-augustus-gene-46.174	1159319
maker-scaffold1-augustus-gene-47.16	1159321
genemark-scaffold1-processed-gene-47.73	1159319
maker-scaffold1-snap-gene-47.175	1159321
maker-scaffold1-augustus-gene-47.17	1159321
augustus_masked-scaffold1-processed-gene-47.39	1159319
maker-scaffold1-augustus-gene-47.18	1159319
genemark-scaffold1-processed-gene-47.81	1159319
maker-scaffold1-snap-gene-47.178	1159319
maker-scaffold1-augustus-gene-47.2	1159319
maker-scaffold1-augustus-gene-47.20	1159319
maker-scaffold1-augustus-gene-47.21	1159321
genemark-scaffold1-processed-gene-47.89	1159319
maker-scaffold1-augustus-gene-47.4	
genemark-scaffold1-processed-gene-47.93	
genemark-scaffold1-processed-gene-48.125	
genemark-scaffold1-processed-gene-48.127	
maker-scaffold1-augustus-gene-47.6	1159319
augustus_masked-scaffold1-processed-gene-48.40	1159319
genemark-scaffold1-processed-gene-47.103	1159319
maker-scaffold1-augustus-gene-48.19	1159319
maker-scaffold1-augustus-gene-47.8	1159321
maker-scaffold1-augustus-gene-48.20	1159319
genemark-scaffold1-processed-gene-47.110	1159319
augustus_masked-scaffold1-processed-gene-48.43	1159319
genemark-scaffold1-processed-gene-47.113	1159319
maker-scaffold1-augustus-gene-48.21	1159321
maker-scaffold1-augustus-gene-47.11	1159321
genemark-scaffold1-processed-gene-48.145	1159321
genemark-scaffold1-processed-gene-48.146	1159321
genemark-scaffold1-processed-gene-47.119	1159319
maker-scaffold1-augustus-gene-48.23	1159319
maker-scaffold1-snap-gene-47.171	1159321
maker-scaffold1-snap-gene-48.92	1955251
genemark-scaffold1-processed-gene-47.124	219809
maker-scaffold1-augustus-gene-47.14	1159319
maker-scaffold1-snap-gene-48.93	1159321
maker-scaffold1-snap-gene-48.94	1159319
maker-scaffold1-augustus-gene-47.15	1159319
genemark-scaffold1-processed-gene-48.164	1159319
genemark-scaffold1-processed-gene-48.165	1159319
augustus_masked-scaffold1-processed-gene-48.63	1955251
maker-scaffold1-augustus-gene-48.11	1159319
maker-scaffold1-augustus-gene-48.32	1159319
maker-scaffold1-augustus-gene-48.12	1159321
maker-scaffold1-snap-gene-48.99	40307
maker-scaffold1-augustus-gene-48.13	40307
maker-scaffold1-augustus-gene-48.34	1159319
maker-scaffold1-augustus-gene-48.35	1159319
maker-scaffold1-augustus-gene-48.14	1159319
maker-scaffold1-augustus-gene-48.36	1159319
maker-scaffold1-augustus-gene-48.15	1159321
genemark-scaffold1-processed-gene-48.291	
genemark-scaffold1-processed-gene-48.294	
genemark-scaffold1-processed-gene-48.296	
maker-scaffold1-snap-gene-49.0	1159319
maker-scaffold1-augustus-gene-49.149	1159319
augustus_masked-scaffold1-processed-gene-49.9	1159321
genemark-scaffold1-processed-gene-49.61	1159319
genemark-scaffold1-processed-gene-50.85	36668
maker-scaffold1-augustus-gene-50.170	
maker-scaffold1-augustus-gene-51.83	1159319
genemark-scaffold1-processed-gene-51.16	1159321
genemark-scaffold1-processed-gene-51.18	1159321
augustus_masked-scaffold1-processed-gene-51.9	1159319
augustus_masked-scaffold1-processed-gene-51.10	1159319
snap_masked-scaffold1-processed-gene-52.3	1159321
maker-scaffold1-snap-gene-52.11	63436
genemark-scaffold1-processed-gene-52.93	
maker-scaffold1-snap-gene-52.8	40307
maker-scaffold1-augustus-gene-52.27	1159321
maker-scaffold1-augustus-gene-52.28	
maker-scaffold1-augustus-gene-52.30	1159319
genemark-scaffold1-processed-gene-52.156	1159319
maker-scaffold1-augustus-gene-52.32	1159319
maker-scaffold1-snap-gene-52.14	1159319
maker-scaffold1-augustus-gene-53.66	63436
maker-scaffold1-augustus-gene-54.36	1159319
maker-scaffold1-augustus-gene-53.67	1159319
maker-scaffold1-augustus-gene-53.68	1159321
maker-scaffold1-augustus-gene-53.69	
maker-scaffold1-snap-gene-54.29	
maker-scaffold1-snap-gene-53.65	
genemark-scaffold1-processed-gene-54.74	63436
maker-scaffold1-augustus-gene-54.38	
augustus_masked-scaffold1-processed-gene-54.3	1159321
maker-scaffold1-snap-gene-54.32	
genemark-scaffold1-processed-gene-53.61	
